epoch,loss,accuracy,val_loss,val_accuracy
60,0.010585196316242218,0.9967833161354065,0.05454934015870094,0.9923999905586243
61,0.008824638091027737,0.9972500205039978,0.04506548494100571,0.9937999844551086
62,0.010926597751677036,0.9972666501998901,0.04789373278617859,0.9929999709129333
63,0.01116129383444786,0.9965500235557556,0.04242338985204697,0.9941999912261963
64,0.00972391851246357,0.996916651725769,0.04356357827782631,0.9939000010490417
65,0.010352842509746552,0.9968833327293396,0.03965798020362854,0.9940999746322632
66,0.008907003328204155,0.9973333477973938,0.04110892862081528,0.9937999844551086
67,0.009725633077323437,0.9973666667938232,0.04424198344349861,0.9940000176429749
68,0.009127478115260601,0.9973000288009644,0.04992019012570381,0.993399977684021
69,0.009904632344841957,0.9972666501998901,0.03954033926129341,0.9944000244140625
70,0.009848885238170624,0.9972333312034607,0.04834383726119995,0.9934999942779541
71,0.009654251858592033,0.9970166683197021,0.04156459867954254,0.9936000108718872
72,0.008932778611779213,0.9973499774932861,0.04376278817653656,0.9933000206947327
73,0.007707921788096428,0.9977333545684814,0.04855751991271973,0.9932000041007996
74,0.00848734937608242,0.9972833395004272,0.05794098600745201,0.9925000071525574
75,0.008693345822393894,0.9975333213806152,0.05347081273794174,0.9930999875068665
76,0.010200046934187412,0.9970166683197021,0.052903931587934494,0.9937000274658203
77,0.008318926207721233,0.9977499842643738,0.05274386703968048,0.9940999746322632
78,0.008704347535967827,0.9973166584968567,0.0568481869995594,0.993399977684021
79,0.010501835495233536,0.9969666600227356,0.04534267634153366,0.9940999746322632
80,0.012436994351446629,0.9968833327293396,0.04746178537607193,0.9939000010490417
81,0.008183437399566174,0.9975333213806152,0.051671650260686874,0.9936000108718872
82,0.008545618504285812,0.9973000288009644,0.050136905163526535,0.9943000078201294
83,0.00723867304623127,0.9978166818618774,0.04657301679253578,0.9940000176429749
84,0.008020860143005848,0.9973999857902527,0.04262582212686539,0.9930999875068665
85,0.00871690921485424,0.9976500272750854,0.04689687117934227,0.9940000176429749
86,0.009360441006720066,0.9974333047866821,0.044774506241083145,0.9936000108718872
87,0.008353453129529953,0.9975500106811523,0.04816224053502083,0.9948999881744385
88,0.008202079683542252,0.9977166652679443,0.05742993950843811,0.9936000108718872
89,0.008769246749579906,0.9974666833877563,0.04934114217758179,0.9944999814033508
90,0.007045777514576912,0.9979166388511658,0.053388096392154694,0.9937000274658203
91,0.008622231893241405,0.9974499940872192,0.05885910615324974,0.9936000108718872
92,0.007879299111664295,0.998033344745636,0.06060490757226944,0.9927999973297119
93,0.010394135490059853,0.9972833395004272,0.05309491604566574,0.9941999912261963
94,0.010172534734010696,0.9970666766166687,0.046458546072244644,0.9937999844551086
95,0.00700389314442873,0.99795001745224,0.05837864428758621,0.9934999942779541
96,0.00808710977435112,0.9977499842643738,0.044688187539577484,0.9940999746322632
97,0.006904225796461105,0.998033344745636,0.04976198077201843,0.994700014591217
98,0.007599951233714819,0.9978833198547363,0.058638159185647964,0.9932000041007996
99,0.0077658724039793015,0.9978166818618774,0.052954528480768204,0.993399977684021
100,0.009495504200458527,0.9975666403770447,0.051582902669906616,0.9939000010490417
